ID_Cliente,Abandono,Genero,Adulto_Mayor,Pareja,Dependientes,Antiguedad_Meses,Servicio_Telefono,Lineas_Multiples,Servicio_Internet,Seguridad_Online,Respaldo_Online,Proteccion_Dispositivo,Soporte_Tecnico,Streaming_TV,Streaming_Peliculas,Tipo_Contrato,Facturacion_Sin_Papel,Metodo_Pago,Cargos_Mensuales,Cargos_Totales,Cuentas_Diarias,Cantidad_Servicios
0657-DOGUM,0,0,0,1,0,0.6666666666666666,1,1,1,1,0,0,1,0,0,1,1,2,0.42139303482587065,0.3423090237710593,2.02,3
0661-KBKPA,0,1,0,1,1,0.736111111111111,1,1,1,0,0,1,1,1,1,1,1,1,0.6019900497512437,0.4527636741287791,2.62,5
0661-KQHNK,0,0,0,1,1,0.08333333333333333,1,0,0,0,0,0,0,0,0,1,0,3,0.007462686567164173,0.010004615739672283,0.63,0
0661-WCQNQ,0,1,0,1,0,0.3055555555555555,1,0,1,1,0,0,1,0,0,1,1,3,0.37810945273631835,0.14694207246711286,1.87,2
0661-XEYAN,1,0,1,0,0,0.013888888888888888,0,0,1,0,0,0,0,0,0,0,1,1,0.07512437810945272,0.0008077544426494344,0.86,0
0665-XHDJU,0,1,0,1,0,1.0,1,1,2,0,1,0,0,1,1,2,1,0,0.8074626865671642,0.8385529656127394,3.31,4
0666-UXTJO,0,1,1,1,0,0.4722222222222222,1,0,2,0,0,1,0,1,0,0,1,3,0.6661691542288557,0.3295234248788368,2.84,2
0667-NSRGI,0,0,0,1,0,0.6666666666666666,1,1,1,0,0,1,1,0,1,1,1,1,0.5104477611940298,0.3942764828063697,2.32,4
0668-OGMHD,0,0,0,1,0,0.29166666666666663,0,0,1,1,0,0,0,0,0,0,0,0,0.10199004975124376,0.07045349642280176,0.95,1
0670-ANMUU,0,1,0,0,0,0.986111111111111,1,1,2,1,0,0,1,0,1,1,0,3,0.7900497512437811,0.7695649665358875,3.26,4
0670-KDOMA,0,0,0,0,0,0.013888888888888888,1,0,0,0,0,0,0,0,0,0,1,1,0.019900497512437804,0.00016732056312024,0.68,0
0673-IGUQO,0,1,0,0,0,0.013888888888888888,1,0,0,0,0,0,0,0,0,0,0,1,0.021890547263681587,0.00019039926148165225,0.68,0
0674-DGMAQ,0,1,1,1,0,0.4444444444444444,1,1,2,0,1,1,0,0,1,0,1,0,0.7487562189054726,0.34064158781444726,3.12,4
0674-EYYZV,0,0,0,0,0,0.013888888888888888,1,0,1,0,0,0,0,1,0,0,1,0,0.3621890547263681,0.004136856681283175,1.82,1
0674-GCDXG,0,1,0,0,0,0.875,1,1,1,1,0,1,1,0,1,2,1,2,0.5338308457711444,0.5147011308562197,2.4,5
0675-NCDYU,0,0,0,1,1,1.0,1,1,2,1,1,1,1,1,1,2,1,3,0.9766169154228855,0.9836660512347104,3.88,7
0678-RLHVP,0,0,0,0,0,0.736111111111111,1,1,2,0,1,1,0,1,1,2,0,0,0.8686567164179103,0.6535252711747057,3.52,5
0679-IDSTG,1,0,1,1,1,0.013888888888888888,1,0,2,0,0,0,0,0,0,0,1,0,0.5074626865671642,0.0058216016616662826,2.31,0
0679-TDGAK,0,1,0,1,1,0.6944444444444444,1,0,1,1,0,0,1,1,1,1,0,0,0.5696517412935324,0.4623586429725363,2.52,4
0680-DFNNY,1,1,0,1,0,0.20833333333333331,1,1,2,0,0,1,0,1,1,0,1,0,0.8243781094527362,0.17138818370643896,3.37,4
0682-USIXD,0,0,0,1,0,0.29166666666666663,1,0,2,0,0,0,1,1,0,0,1,0,0.6746268656716418,0.20771982460189248,2.87,2
0684-AOSIH,1,1,0,1,0,0.013888888888888888,1,0,2,1,0,0,0,1,1,0,1,0,0.763681592039801,0.008792984075698132,3.17,3
0685-MLYYM,1,0,1,0,0,0.027777777777777776,1,0,2,0,0,0,0,0,0,0,0,0,0.5223880597014925,0.015699284560350794,2.36,0
0687-ZVTHB,1,1,0,1,1,0.9027777777777777,1,1,1,1,1,1,0,0,1,1,0,3,0.5393034825870647,0.5348546042003232,2.42,5
0689-DSXGL,0,0,0,1,1,0.7222222222222222,1,0,2,0,1,1,1,0,0,0,0,2,0.672139303482587,0.5094045695822755,2.86,3
0689-NKYLF,1,1,0,0,0,0.18055555555555555,1,0,2,0,0,1,0,1,0,0,1,0,0.6462686567164179,0.12021693976459727,2.77,2
0690-SRQID,0,1,0,0,0,0.05555555555555555,1,0,0,0,0,0,0,0,0,0,1,1,0.013930348258706454,0.005625432725594276,0.65,0
0691-IFBQW,1,0,1,0,0,0.6388888888888888,1,1,2,1,1,1,0,1,1,1,1,0,0.9129353233830845,0.5603507962150935,3.67,6
0691-JVSYA,1,0,0,1,0,0.736111111111111,1,0,2,0,0,1,0,1,1,1,1,2,0.7621890547263681,0.574821140087699,3.16,3
0691-NIKRI,0,0,0,0,0,0.5555555555555556,1,1,2,0,0,1,1,1,1,1,1,3,0.872636815920398,0.4980844680360027,3.53,5
0696-UKTOX,0,1,0,0,1,0.3194444444444444,1,0,1,0,1,0,1,0,0,0,0,0,0.35721393034825866,0.14927879067620586,1.8,2
0697-ZMSWS,1,1,0,0,0,0.05555555555555555,1,1,2,0,0,0,0,0,1,0,1,0,0.6706467661691543,0.036937456727440574,2.86,2
0699-NDKJM,0,0,0,1,0,0.7916666666666666,0,0,1,1,1,1,0,1,1,0,1,2,0.4029850746268656,0.39448996076621273,1.96,5
0699-XSLUE,0,1,0,1,1,0.986111111111111,1,1,1,1,0,1,1,1,1,1,0,0,0.6686567164179105,0.7249076852065544,2.85,6
0701-RFGFI,0,0,0,1,1,0.6805555555555555,1,1,2,0,0,0,0,1,1,0,1,2,0.7676616915422886,0.5302504038772213,3.18,3
0701-TJSEF,0,1,0,0,0,0.125,1,0,1,1,0,1,1,0,1,0,1,2,0.49751243781094523,0.06440687745211171,2.28,4
0702-PGIBZ,1,1,0,0,1,0.05555555555555555,1,1,2,0,1,0,0,1,1,0,1,0,0.8303482587064676,0.03989729979229172,3.39,4
0704-VCUMB,0,0,0,1,0,0.8472222222222222,1,0,0,0,0,0,0,0,0,2,0,3,0.019900497512437804,0.14539579967689822,0.68,0
0707-HOVVN,0,0,1,0,0,0.9722222222222222,1,1,1,0,1,1,1,1,0,2,1,2,0.5696517412935324,0.5993364874221093,2.52,5
0708-LGSMF,0,1,0,1,0,0.18055555555555555,1,1,1,1,0,0,0,0,1,0,1,0,0.47363184079601983,0.101944380336949,2.19,3
0708-SJDIS,0,0,0,0,0,0.4722222222222222,1,1,1,0,0,0,1,1,0,0,0,1,0.46517412935323377,0.24679206092776368,2.17,3
0709-TVGUR,1,0,1,0,0,0.125,1,1,2,0,0,0,0,0,0,0,1,0,0.5601990049751243,0.0697092084006462,2.48,1
0716-BQNDX,0,1,1,0,0,0.7916666666666666,1,1,2,1,0,0,1,0,1,2,0,0,0.7512437810945274,0.6469824601892453,3.12,4
0719-SYFRB,1,0,0,0,0,0.16666666666666666,1,1,1,1,0,1,1,0,0,0,1,1,0.43184079601990044,0.0801927071313178,2.06,4
0722-SVSFK,0,0,0,0,0,0.09722222222222221,1,0,2,0,0,1,1,1,1,0,1,0,0.8174129353233831,0.08033694899607663,3.35,4
0722-TROQR,1,0,1,0,0,0.05555555555555555,1,1,2,0,0,0,0,0,0,0,1,0,0.5636815920398011,0.03495845834294946,2.5,1
0723-DRCLG,1,0,1,1,0,0.013888888888888888,1,1,2,0,0,0,0,0,0,0,1,0,0.5592039800995025,0.006421647819063005,2.48,1
0723-FDLAY,0,1,0,0,0,0.611111111111111,1,1,1,0,1,1,1,1,1,1,1,2,0.6666666666666666,0.42526540503115623,2.84,6
0723-VSOBE,0,0,1,0,0,0.625,0,0,1,0,0,0,0,0,1,1,0,0,0.15870646766169155,0.18206785137318254,1.14,1
0725-CXOTM,0,0,0,0,0,0.5,1,1,1,1,0,1,1,1,1,1,1,3,0.7104477611940299,0.3841795522732518,2.99,6
0727-BMPLR,1,0,1,0,0,0.7638888888888888,1,1,2,0,0,1,0,1,1,1,1,0,0.8134328358208955,0.6335679667666744,3.33,4
0727-BNRLG,0,1,0,0,0,0.9583333333333333,1,1,2,0,1,1,1,1,0,2,1,3,0.7900497512437811,0.7759923840295407,3.26,5
0727-IWKVK,1,1,0,1,0,0.125,1,0,2,0,1,1,0,0,0,0,1,0,0.6134328358208956,0.08341795522732519,2.66,2
0730-BGQGF,0,1,0,1,1,0.986111111111111,1,1,1,1,1,1,1,1,1,2,0,3,0.7169154228855721,0.7233441033925687,3.01,7
0730-KOAVE,0,1,0,0,0,0.41666666666666663,1,1,2,1,1,0,0,0,1,0,1,3,0.7567164179104477,0.3070505423494115,3.14,4
0731-EBJQB,0,0,0,1,1,0.7222222222222222,1,0,0,0,0,0,0,0,0,1,1,0,0.021393034825870627,0.12368451419339951,0.68,0
0732-OCQOC,0,0,0,1,1,0.7222222222222222,1,1,0,0,0,0,0,0,0,2,1,2,0.06766169154228854,0.14440918532194785,0.84,1
0733-VUNUW,1,1,0,0,0,0.3333333333333333,1,1,1,1,0,0,0,0,0,0,1,2,0.37213930348258706,0.15944495730440802,1.86,2
0734-OXWBT,0,1,0,0,1,0.041666666666666664,1,0,1,0,0,0,1,1,1,0,0,1,0.5218905472636816,0.023869143780290793,2.36,3
0739-UUAJR,0,0,0,1,1,1.0,0,0,1,1,0,1,0,1,1,2,1,3,0.353731343283582,0.45391760904684975,1.79,4
0742-LAFQK,0,1,0,1,0,1.0,1,1,2,1,1,1,0,0,1,2,1,0,0.8049751243781095,0.8542926378952228,3.3,5
0742-MOABM,1,1,0,1,0,0.05555555555555555,1,0,1,0,0,0,1,0,0,0,0,1,0.31641791044776113,0.018526425109623816,1.67,1
0742-NXBGR,1,0,0,0,0,0.013888888888888888,1,0,2,0,1,1,0,0,0,0,1,0,0.6373134328358209,0.0073274867297484425,2.74,2
0743-HNPFG,0,0,0,1,1,0.7083333333333333,1,0,1,1,1,0,1,0,1,1,1,3,0.5124378109452736,0.4089199169166859,2.33,4
0743-HRVFF,0,0,0,1,1,0.7083333333333333,0,0,1,0,0,1,1,1,1,1,1,0,0.3771144278606965,0.3323505654281098,1.87,4
0744-BIKKF,0,1,0,0,0,1.0,1,1,1,1,1,1,1,1,1,2,0,2,0.6805970149253732,0.7161320101546274,2.89,7
0744-GKNGE,0,0,0,1,1,0.8888888888888888,1,1,2,1,0,0,1,0,0,0,1,2,0.682089552238806,0.6125605815831987,2.89,3
0746-JTRFU,1,1,0,0,0,0.027777777777777776,0,0,1,0,0,0,0,0,0,0,1,0,0.06766169154228854,0.004333025617355182,0.84,0
0748-RDGGM,1,1,0,1,0,0.9722222222222222,1,0,2,1,1,1,1,1,1,1,1,2,0.9079601990049752,0.8672801753981075,3.65,6
0749-IRGQE,0,0,1,1,0,0.18055555555555555,0,0,1,0,0,0,0,1,1,0,0,0,0.2691542288557213,0.0588102930994692,1.51,2
0750-EBAIU,0,1,0,0,0,0.7222222222222222,1,0,2,1,0,1,0,1,0,1,0,0,0.7263681592039801,0.5445995845834295,3.04,3
0750-EKNGL,0,1,0,0,0,0.09722222222222221,1,0,0,0,0,0,0,0,0,0,0,1,0.02487562189054726,0.014112624048003692,0.69,0
0754-EEBDC,0,1,0,1,1,0.05555555555555555,1,0,0,0,0,0,0,0,0,2,0,1,0.01641791044776117,0.006675513501038542,0.66,0
0754-UKWQP,1,1,0,0,0,0.027777777777777776,1,0,2,0,0,1,0,1,1,0,1,0,0.772139303482587,0.020643895684283407,3.2,3
0756-MPZRL,0,1,0,0,0,0.6388888888888888,0,0,1,0,0,1,1,0,0,1,0,3,0.15373134328358212,0.17528848372951766,1.12,2
0757-WCUUZ,0,1,0,1,1,0.75,1,1,1,0,0,1,0,0,1,2,0,3,0.4487562189054727,0.39121855527348254,2.11,3
0761-AETCS,1,0,0,0,0,0.013888888888888888,1,0,0,0,0,0,0,0,0,0,0,0,0.010447761194029848,5.769674590353109e-05,0.64,0
0769-MURVM,0,0,0,1,1,1.0,0,0,1,1,1,1,1,1,1,2,0,2,0.47213930348258704,0.5257962150934687,2.19,6
0769-WXZYU,0,1,0,0,0,0.4722222222222222,1,1,0,0,0,0,0,0,0,2,0,2,0.07810945273631842,0.11095661204708056,0.87,1
0771-CHWSK,0,1,0,0,0,0.9166666666666666,1,1,1,1,1,1,0,0,1,2,1,3,0.5606965174129352,0.5515347334410339,2.49,5
0771-WLCLA,0,0,0,1,1,0.2222222222222222,1,1,2,1,0,1,1,1,1,0,1,0,0.9422885572139305,0.21506462035541196,3.77,6
0772-GYEQQ,1,1,0,0,0,0.041666666666666664,1,0,2,0,0,1,1,1,0,0,1,1,0.6975124378109452,0.028069466882067854,2.94,3
0774-IFUVM,0,1,0,1,1,0.15277777777777776,1,1,1,1,0,0,0,1,0,0,1,2,0.4666666666666667,0.0813004846526656,2.17,3
0774-RMNUW,0,0,0,1,1,0.986111111111111,0,0,1,1,1,0,1,1,1,2,0,2,0.41243781094527365,0.47355758135241166,1.99,5
0778-NELLA,1,1,0,0,0,0.125,0,0,1,0,0,0,0,1,0,0,1,3,0.16368159203980104,0.03199861527809832,1.16,1
0780-XNZFN,0,1,0,0,0,0.7916666666666666,1,0,0,0,0,0,0,0,0,2,0,2,0.023880597014925342,0.1277175167320563,0.69,0
0781-LKXBR,1,1,1,0,0,0.125,1,1,2,0,0,1,0,1,1,0,1,0,0.818407960199005,0.10383106392799447,3.35,4
0784-GTUUK,0,1,0,1,0,0.861111111111111,1,1,0,0,0,0,0,0,0,1,1,3,0.05472636815920398,0.16478190630048467,0.79,1
0784-ZQJZX,0,1,0,0,1,1.0,1,0,0,0,0,0,0,0,0,2,0,3,0.01641791044776117,0.17434225709669976,0.66,0
0786-IVLAW,0,0,1,0,0,0.9166666666666666,1,1,2,0,1,1,0,1,1,1,0,2,0.8940298507462686,0.8331179321486268,3.6,5
0786-VSSUD,1,1,1,0,0,0.2222222222222222,0,0,1,0,1,0,0,1,0,0,1,1,0.2064676616915423,0.0762808677590584,1.3,2
0787-LHDYT,0,1,0,0,0,0.2222222222222222,1,0,0,0,0,0,0,0,0,0,1,3,0.023383084577114438,0.03593930302330949,0.69,0
0788-DXBFY,0,1,0,1,1,0.8055555555555555,1,0,0,0,0,0,0,0,0,1,1,0,0.012935323383084563,0.12577890606969766,0.65,0
0793-TWELN,0,0,0,0,0,0.05555555555555555,1,1,2,1,0,0,0,0,0,0,1,0,0.6159203980099502,0.034739210708516044,2.67,2
0794-YVSGE,0,1,0,1,1,1.0,1,0,0,0,0,0,0,0,0,2,0,2,0.020398009950248763,0.1595141933994923,0.68,0
0795-GMVQO,0,1,0,1,0,0.9305555555555555,1,1,2,1,1,1,0,1,1,1,0,3,0.9119402985074626,0.8439418416801292,3.66,6
0795-LAFGP,0,1,0,1,1,0.986111111111111,1,1,1,1,1,1,1,1,1,2,0,0,0.7179104477611941,0.7672801753981076,3.01,7
0795-XCCTE,0,1,1,0,0,1.0,1,1,0,0,0,0,0,0,0,2,0,2,0.07114427860696515,0.20661781675513502,0.85,1
0799-DDIHE,0,0,0,1,1,0.20833333333333331,1,0,1,0,0,0,0,0,0,0,0,0,0.27910447761194024,0.07161897069005309,1.54,0
0804-XBFBV,0,0,0,0,1,0.15277777777777776,0,0,1,0,0,0,0,0,0,0,0,0,0.06915422885572137,0.03487768289868452,0.84,0
0804-YGEQV,0,0,0,1,1,0.5972222222222222,1,1,0,0,0,0,0,0,0,1,1,2,0.061691542288557194,0.11243364874221094,0.82,1
0807-ZABDG,1,0,0,0,1,0.041666666666666664,1,0,1,1,0,0,1,0,0,0,1,1,0.3666666666666667,0.015676205861989385,1.84,2
0810-BDHAW,0,0,0,1,1,0.3333333333333333,1,1,1,1,1,0,0,1,1,1,0,0,0.5985074626865672,0.20927763674128783,2.61,5
0810-DHDBD,0,0,0,0,0,0.7222222222222222,1,1,1,1,0,1,1,1,0,1,0,3,0.554726368159204,0.4452861758596815,2.47,5
0811-GSDTP,0,0,0,0,1,0.18055555555555555,0,0,1,0,1,0,0,0,0,0,0,0,0.11840796019900496,0.04193399492268636,1.0,1
0812-WUPTB,1,1,1,1,0,0.013888888888888888,1,0,2,0,0,0,0,0,0,0,0,1,0.5233830845771144,0.006006231248557581,2.36,0
0813-TAXXS,0,1,0,0,0,0.7638888888888888,1,1,1,0,0,1,0,1,1,2,1,2,0.5925373134328358,0.4967170551580891,2.59,4
0815-MFZGM,0,0,0,1,0,0.5833333333333333,1,0,2,0,0,1,1,1,1,2,1,3,0.8034825870646766,0.4749826909762289,3.3,4
0816-TSPHQ,0,1,0,0,0,0.027777777777777776,1,0,0,0,0,0,0,0,0,0,0,1,0.02487562189054726,0.0029309946918993773,0.69,0
0817-HSUSE,0,1,0,0,0,0.013888888888888888,1,0,1,0,0,1,1,1,1,0,1,0,0.5696517412935324,0.00654281098546042,2.52,4
0818-OCPZO,1,1,1,0,0,0.375,1,1,2,0,1,0,0,0,0,0,1,0,0.6288557213930348,0.24270136164320336,2.72,2
0820-FNRNX,0,1,0,1,1,0.2361111111111111,1,1,1,0,1,1,1,0,0,0,1,1,0.482089552238806,0.12211516270482345,2.22,4
0822-GAVAP,1,0,0,0,0,0.027777777777777776,0,0,1,0,0,0,0,0,1,0,1,0,0.16368159203980104,0.005013847219016847,1.16,1
0822-QGCXA,0,0,1,1,0,0.375,1,1,1,0,1,1,1,1,1,0,0,0,0.6527363184079601,0.26441264712670204,2.8,6
0823-HSCDJ,1,1,1,0,0,0.7222222222222222,0,0,1,0,1,0,0,1,1,0,1,0,0.30746268656716413,0.2921878606046619,1.64,3
0824-VWDPO,0,0,0,0,0,0.625,1,1,2,1,1,0,0,0,1,1,0,2,0.7810945273631841,0.5104950380798523,3.22,4
0825-CPPQH,0,0,0,1,0,0.986111111111111,1,0,0,0,0,0,0,0,0,2,0,3,0.008457711442786064,0.1562024001846296,0.64,0
0827-ITJPH,0,1,0,0,0,0.5,1,0,0,0,0,0,0,0,0,2,1,3,0.0029850746268656747,0.07733671820909302,0.62,0
0829-DDVLK,0,0,0,0,0,0.20833333333333331,1,0,0,0,0,0,0,0,0,1,0,3,0.01840796019900498,0.032731363951073164,0.67,0
0829-XXPLX,0,0,0,0,0,0.2777777777777778,1,0,2,1,0,1,0,1,0,0,1,2,0.7079601990049752,0.21374913454881148,2.98,3
0831-JNISG,0,1,0,1,1,0.986111111111111,1,0,0,0,0,0,0,0,0,2,0,1,0.015422885572139305,0.15894876528963767,0.66,0
0835-DUUIQ,0,0,0,0,1,0.3333333333333333,1,0,0,0,0,0,0,0,0,1,0,2,0.027860696517412936,0.05916801292407108,0.7,0
0835-JKADZ,0,0,0,0,0,0.986111111111111,1,1,2,0,1,1,1,1,1,2,1,0,0.9253731343283581,0.9191495499653819,3.71,6
0836-SEYLU,1,1,0,1,0,0.125,0,0,1,0,0,0,1,1,0,0,0,1,0.22288557213930343,0.03578929148396031,1.36,2
0839-JTCUD,0,0,0,1,1,0.9166666666666666,1,1,1,1,1,1,1,1,1,2,0,3,0.7129353233830846,0.6854431110085392,3.0,7
0839-QNXME,0,0,0,0,0,0.41666666666666663,1,0,0,0,0,0,0,0,0,2,0,3,0.011442786069651711,0.06458573736441266,0.65,0
0840-DCNZE,0,1,0,0,0,0.6527777777777778,1,0,1,1,1,1,1,1,1,1,1,2,0.6835820895522388,0.47543272559427646,2.9,6
0840-DFEZH,0,0,0,0,0,0.09722222222222221,1,1,2,0,0,0,0,0,0,0,1,0,0.5681592039800994,0.06298753750288484,2.51,1
0840-JCCUW,0,0,0,1,0,0.027777777777777776,1,0,1,0,0,0,0,0,0,0,1,0,0.26616915422885573,0.008187168243711056,1.5,0
0841-NULXI,1,1,0,0,0,0.013888888888888888,0,0,1,0,0,0,0,0,1,0,1,0,0.17213930348258705,0.0019328409877682898,1.18,1
0842-IWYCP,0,0,0,0,0,0.6388888888888888,1,0,1,0,0,0,0,0,0,0,0,2,0.2656716417910448,0.24810754673436422,1.5,0
0843-WTBXE,1,1,0,0,0,0.736111111111111,1,1,2,0,0,0,0,1,0,0,0,2,0.6686567164179105,0.5190918532194784,2.85,2
0847-HGRML,0,1,0,0,1,0.861111111111111,1,0,0,0,0,0,0,0,0,2,0,2,0.01741293532338306,0.14208400646203553,0.67,0
0848-SOMKO,0,1,0,0,0,0.9722222222222222,0,0,1,1,0,1,1,0,1,2,0,2,0.3,0.3951073159473806,1.61,4
0848-ZGQIJ,0,0,0,1,0,0.2222222222222222,1,0,2,0,1,0,0,1,1,0,1,2,0.7601990049751244,0.16643780290791602,3.16,3
0851-DFJKB,0,0,0,0,0,0.20833333333333331,1,0,1,1,0,1,1,0,0,0,0,0,0.40497512437810945,0.10804869605354259,1.96,3
0853-NWIFK,0,0,0,0,0,0.625,1,0,2,1,1,0,0,1,1,1,1,0,0.8164179104477611,0.5152492499423033,3.34,4
0853-TWRVK,0,1,0,1,0,1.0,1,1,2,1,1,1,1,0,1,2,0,2,0.8691542288557214,0.8726863604892684,3.52,6
0854-UYHZD,0,0,0,1,1,0.18055555555555555,1,0,0,0,0,0,0,0,0,2,0,1,0.012935323383084563,0.028444495730440805,0.65,0
0856-NAOES,0,1,0,0,0,0.08333333333333333,1,0,1,0,0,1,0,1,0,0,0,1,0.42437810945273624,0.04561504731133165,2.03,2
0859-YGKFW,0,1,0,1,1,0.25,1,0,0,0,0,0,0,0,0,1,0,2,0.01791044776119402,0.037745211170090005,0.67,0
0862-PRCBS,0,0,0,1,1,0.9444444444444444,1,1,2,0,1,0,1,1,1,2,1,3,0.8507462686567163,0.8101373182552504,3.46,5
0864-FVJNJ,0,0,0,1,1,0.8888888888888888,1,1,2,1,1,1,1,1,1,1,0,0,0.9462686567164179,0.8312889453034848,3.78,7
0866-QLSIR,1,0,0,0,0,0.4722222222222222,1,1,1,1,1,0,1,0,0,1,1,1,0.4592039800995025,0.23885875836602816,2.15,4
0867-LDTTC,0,1,0,0,0,0.06944444444444445,1,0,1,0,0,1,1,1,1,0,0,2,0.5661691542288557,0.04313985691207016,2.51,4
0867-MKZVY,1,0,0,1,0,0.2777777777777778,1,1,2,1,0,0,0,0,0,0,0,0,0.6383084577114428,0.18157742903300253,2.75,2
0868-VJRDR,0,1,0,1,0,0.8888888888888888,1,0,2,1,1,0,1,1,1,2,1,3,0.8537313432835821,0.7600680821601662,3.47,5
0869-PAPRP,0,0,1,1,0,0.3611111111111111,1,0,2,0,0,1,0,1,0,0,1,3,0.6711442786069651,0.23634894991922456,2.86,2
0870-VEMYL,1,0,0,0,0,0.06944444444444445,1,0,1,1,0,0,1,0,0,0,0,3,0.35422885572139307,0.02780983152550196,1.8,2
0871-OPBXW,0,0,0,0,0,0.027777777777777776,1,0,0,0,0,0,0,0,0,0,1,1,0.01791044776119402,0.0023597969074544197,0.67,0
0871-URUWO,1,1,0,1,0,0.18055555555555555,1,1,2,0,0,1,0,1,1,0,1,3,0.8358208955223881,0.1546503577198246,3.41,4
0872-CASZJ,0,1,0,1,0,0.8194444444444444,1,1,1,1,0,0,1,0,1,1,1,1,0.5059701492537313,0.47058619893837983,2.3,4
0872-JCPIB,0,1,0,0,0,0.2361111111111111,1,1,1,1,0,0,0,0,1,0,0,2,0.47263681592039797,0.12605585045003462,2.19,3
0872-NXJYS,1,0,0,0,0,0.125,1,0,2,0,0,0,0,0,1,0,1,0,0.6099502487562188,0.08130625432725595,2.65,1
0875-CABNR,1,0,1,0,0,0.1388888888888889,1,0,2,0,0,1,0,0,1,0,1,3,0.6601990049751243,0.09770943918762982,2.82,2
0876-WDUUZ,1,0,0,0,0,0.06944444444444445,1,0,2,0,0,0,1,0,1,0,1,3,0.6681592039800995,0.04697669051465497,2.85,2
0877-SDMBN,1,0,0,0,0,0.75,1,1,2,1,0,1,0,1,1,1,1,2,0.8527363184079603,0.6485402723286406,3.47,5
0880-FVFWF,0,1,0,0,0,0.7777777777777777,1,1,2,1,1,0,0,0,0,0,1,0,0.6781094527363184,0.5658435264251096,2.88,3
0880-TKATG,1,1,0,1,1,0.05555555555555555,1,1,2,0,0,1,0,1,1,0,0,0,0.8248756218905472,0.04236095084237249,3.37,4
0883-EIBTI,1,0,0,0,0,0.027777777777777776,1,0,0,0,0,0,0,0,0,0,0,1,0.01243781094527363,0.0014712670205400415,0.65,0
0885-HMGPY,0,1,0,0,0,0.861111111111111,1,1,1,1,1,1,1,0,0,2,0,2,0.5089552238805971,0.4868105238864528,2.31,5
0886-QGENL,1,0,1,1,0,0.375,1,0,2,1,0,1,0,1,1,0,1,0,0.8258706467661691,0.31567620586198936,3.38,4
0887-HJGAR,1,1,0,0,0,0.013888888888888888,1,0,1,0,0,0,0,0,0,0,1,1,0.27313432835820894,0.0031040849296099706,1.52,0
0887-WBJVH,0,0,0,1,0,0.736111111111111,1,0,2,0,0,0,1,1,1,1,1,0,0.7482587064676617,0.5600507731363951,3.12,3
0895-DQHEW,1,1,0,1,0,0.75,1,1,2,0,1,1,0,1,1,0,1,0,0.8562189054726367,0.6068947611354719,3.48,5
0895-LMRSF,0,1,0,0,0,0.3194444444444444,1,0,1,0,0,0,0,1,1,1,1,2,0.464179104477612,0.17205169628432956,2.16,2
0895-LNKRC,0,1,0,1,1,0.08333333333333333,1,0,0,0,0,0,0,0,0,1,0,1,0.011940298507462671,0.01092776367412878,0.65,0
0895-UADGO,0,1,0,0,1,0.1111111111111111,0,0,1,1,0,0,1,0,1,2,1,1,0.2616915422885572,0.03746249711516271,1.48,3
0897-FEGMU,1,0,0,1,0,0.15277777777777776,1,1,2,0,0,1,0,1,1,0,1,0,0.808457711442786,0.11979575351950152,3.32,4
0898-XCGTF,0,1,0,1,0,0.8472222222222222,1,1,2,0,0,0,0,1,1,1,1,2,0.7786069651741293,0.6525386568197553,3.22,3
0899-LIIBW,0,1,0,1,0,0.4722222222222222,1,1,2,0,0,1,0,1,1,0,0,0,0.8218905472636816,0.40485806600507734,3.36,4
0899-WZRSD,0,1,0,0,0,0.7777777777777777,1,1,2,1,0,0,1,1,1,0,1,1,0.8666666666666666,0.6664724209554581,3.51,5
0902-RFHOF,0,1,0,0,0,0.5277777777777778,1,0,0,0,0,0,0,0,0,1,0,1,0.01840796019900498,0.08207939072236327,0.67,0
0902-XKXPN,0,1,0,1,1,0.9583333333333333,1,0,0,0,0,0,0,0,0,2,0,2,0.019402985074626844,0.1566697438264482,0.67,0
0906-QVPMS,0,1,0,1,0,1.0,1,1,2,1,1,1,1,1,1,2,0,2,0.9641791044776119,0.9613027925225018,3.84,7
0907-HQNTS,0,0,1,1,0,0.9722222222222222,1,1,2,1,1,1,1,1,1,2,1,3,0.9427860696517413,0.9195476575121164,3.77,7
0909-SDHNU,0,0,0,0,1,0.09722222222222221,0,0,1,1,0,0,0,0,0,0,0,1,0.11492537313432838,0.02113431802446342,0.99,1
0909-SELIE,0,1,0,1,0,0.8472222222222222,1,1,1,1,1,1,1,0,1,2,1,2,0.6223880597014925,0.558741057004385,2.69,6
0910-AJOHQ,0,0,0,0,0,0.8888888888888888,1,1,2,1,1,1,1,1,1,2,1,2,0.9636815920398009,0.8441322409416109,3.84,7
0913-XWSCN,0,1,0,1,1,0.7638888888888888,1,1,2,0,0,0,0,0,1,0,0,2,0.6691542288557214,0.5417262866374336,2.85,2
0916-KNFAJ,0,1,0,1,0,0.8472222222222222,1,1,1,1,0,1,0,0,1,2,1,1,0.5139303482587065,0.4855642741749365,2.33,4
0916-QOFDP,0,0,1,1,1,0.19444444444444442,1,1,2,0,0,0,0,1,1,0,1,0,0.771641791044776,0.1531848603738749,3.19,3
0917-EZOLA,1,1,1,1,0,1.0,1,1,2,0,1,1,0,1,1,2,1,2,0.854726368159204,0.8852007846757443,3.47,5
